hanzi,level,frequency,pinyin,meanings
光辉,6,8415,guāng huī,radiance
光辉,6,8415,guāng huī,glory
光辉,6,8415,guāng huī,brilliant
光辉,6,8415,guāng huī,magnificent
大臣,6,8426,dà chén,chancellor (of a monarchy)
大臣,6,8426,dà chén,cabinet minister
配备,6,8427,pèi bèi,to allocate
配备,6,8427,pèi bèi,to provide
配备,6,8427,pèi bèi,to outfit with
难免,6,8428,nán miǎn,hard to avoid
难免,6,8428,nán miǎn,difficult to escape from
难免,6,8428,nán miǎn,will inevitably
泼,6,8438,pō,to splash
泼,6,8438,pō,to spill
泼,6,8438,pō,rough and coarse
泼,6,8438,pō,brutish
放射,6,8443,fàng shè,to radiate
放射,6,8443,fàng shè,radioactive
容器,6,8444,róng qì,receptacle
容器,6,8444,róng qì,vessel
容器,6,8444,róng qì,(computing) container
欣慰,6,8454,xīn wèi,to be gratified
性能,6,8457,xìng néng,function; performance; behavior
过渡,6,8462,guò dù,to cross over (by ferry)
过渡,6,8462,guò dù,transition
过渡,6,8462,guò dù,interim
过渡,6,8462,guò dù,caretaker (administration)
元首,6,8471,yuán shǒu,head of state
苍白,6,8479,cāng bái,pale
苍白,6,8479,cāng bái,wan
残留,6,8526,cán liú,to remain; to be left over
残留,6,8526,cán liú,residual; remnant
残留,6,8526,cán liú,residue
密度,6,8534,mì dù,density
密度,6,8534,mì dù,thickness
赠送,6,8534,zèng sòng,to present as a gift
流通,6,8541,liú tōng,to circulate; to distribute
流通,6,8541,liú tōng,circulation; distribution
不时,6,8547,bù shí,from time to time
不时,6,8547,bù shí,now and then
不时,6,8547,bù shí,occasionally
不时,6,8547,bù shí,frequently
主流,6,8548,zhǔ liú,main stream (of a river)
主流,6,8548,zhǔ liú,fig. the essential point
主流,6,8548,zhǔ liú,main viewpoint of a matter
主流,6,8548,zhǔ liú,mainstream (culture etc)
扒,6,8554,bā,to peel
扒,6,8554,bā,to skin
扒,6,8554,bā,to tear
扒,6,8554,bā,to pull down
扒,6,8554,bā,to cling to (sth on which one is climbing)
扒,6,8554,bā,to dig
扒,6,8554,pá,to rake up
扒,6,8554,pá,to steal
扒,6,8554,pá,to braise
扒,6,8554,pá,to crawl
向往,6,8559,xiàng wǎng,to yearn for
向往,6,8559,xiàng wǎng,to look forward to
音响,6,8563,yīn xiǎng,sound
音响,6,8563,yīn xiǎng,acoustics
音响,6,8563,yīn xiǎng,audio
音响,6,8563,yīn xiǎng,hi-fi system
音响,6,8563,yīn xiǎng,stereo sound system
音响,6,8563,yīn xiǎng,abbr. for 组合音响
钞票,6,8565,chāo piào,paper money
钞票,6,8565,chāo piào,a bill (e.g. 100 yuan)
标题,6,8578,biāo tí,title
标题,6,8578,biāo tí,heading
标题,6,8578,biāo tí,headline
标题,6,8578,biāo tí,caption
标题,6,8578,biāo tí,subject
徘徊,6,8578,pái huái,to pace back and forth
徘徊,6,8578,pái huái,to dither; to hesitate
徘徊,6,8578,pái huái,(of sales figures etc) to fluctuate
迷惑,6,8585,mí huo,to puzzle
迷惑,6,8585,mí huo,to confuse
迷惑,6,8585,mí huo,to baffle
黎明,6,8587,lí míng,dawn; daybreak
琢磨,6,8593,zhuó mó,to carve and polish (jade)
琢磨,6,8593,zhuó mó,to polish and refine a literary work
琢磨,6,8593,zuó mo,to ponder
琢磨,6,8593,zuó mo,to mull over
琢磨,6,8593,zuó mo,to think through
琢磨,6,8593,zuó mo,Taiwan pr. [zhuó mó]
表态,6,8599,biǎo tài,to declare one's position
表态,6,8599,biǎo tài,to say where one stands
双胞胎,6,8603,shuāng bāo tāi,twin
殴打,6,8604,ōu dǎ,to beat up
殴打,6,8604,ōu dǎ,to come to blows
殴打,6,8604,ōu dǎ,battery (law)
领土,6,8618,lǐng tǔ,territory
反馈,6,8624,fǎn kuì,to send back information
反馈,6,8624,fǎn kuì,feedback
无能为力,6,8626,wú néng wéi lì,impotent (idiom)
无能为力,6,8626,wú néng wéi lì,powerless
无能为力,6,8626,wú néng wéi lì,helpless
比喻,6,8644,bǐ yù,to compare
比喻,6,8644,bǐ yù,to liken to
比喻,6,8644,bǐ yù,metaphor
比喻,6,8644,bǐ yù,analogy
比喻,6,8644,bǐ yù,figure of speech
比喻,6,8644,bǐ yù,figuratively
跳跃,6,8646,tiào yuè,to jump
跳跃,6,8646,tiào yuè,to leap
跳跃,6,8646,tiào yuè,to bound
跳跃,6,8646,tiào yuè,to skip
挫折,6,8651,cuò zhé,setback
挫折,6,8651,cuò zhé,reverse
挫折,6,8651,cuò zhé,check
挫折,6,8651,cuò zhé,defeat
挫折,6,8651,cuò zhé,frustration
挫折,6,8651,cuò zhé,disappointment
挫折,6,8651,cuò zhé,to frustrate
挫折,6,8651,cuò zhé,to discourage
挫折,6,8651,cuò zhé,to set sb back
挫折,6,8651,cuò zhé,to blunt
挫折,6,8651,cuò zhé,to subdue
新郎,6,8652,xīn láng,bridegroom
新郎,6,8652,xīn láng,groom
储存,6,8658,chǔ cún,stockpile
储存,6,8658,chǔ cún,to store
储存,6,8658,chǔ cún,to stockpile
储存,6,8658,chǔ cún,storage
惯例,6,8670,guàn lì,convention
惯例,6,8670,guàn lì,usual practice
修建,6,8670,xiū jiàn,to build
修建,6,8670,xiū jiàn,to construct
荒唐,6,8672,huāng táng,beyond belief
荒唐,6,8672,huāng táng,preposterous
荒唐,6,8672,huāng táng,absurd
荒唐,6,8672,huāng táng,intemperate
荒唐,6,8672,huāng táng,dissipated
正规,6,8673,zhèng guī,regular
正规,6,8673,zhèng guī,according to standards
储蓄,6,8678,chǔ xù,to deposit money
储蓄,6,8678,chǔ xù,to save
储蓄,6,8678,chǔ xù,savings
必定,6,8680,bì dìng,to be bound to
必定,6,8680,bì dìng,to be sure to
弦,6,8692,xián,bow string
弦,6,8692,xián,string of musical instrument
弦,6,8692,xián,watchspring
弦,6,8692,xián,chord (segment of curve)
弦,6,8692,xián,hypotenuse
迫不及待,6,8697,pò bù jí dài,impatient (idiom); in a hurry
迫不及待,6,8697,pò bù jí dài,itching to get on with it
虚伪,6,8706,xū wěi,false
虚伪,6,8706,xū wěi,hypocritical
虚伪,6,8706,xū wěi,artificial
虚伪,6,8706,xū wěi,sham
分泌,6,8707,fēn mì,to secrete
分泌,6,8707,fēn mì,secretion
予以,6,8707,yǔ yǐ,to give
予以,6,8707,yǔ yǐ,to impose
予以,6,8707,yǔ yǐ,to apply
后代,6,8721,hòu dài,descendant
后代,6,8721,hòu dài,progeny
后代,6,8721,hòu dài,posterity
后代,6,8721,hòu dài,later ages
后代,6,8721,hòu dài,later generations
扭转,6,8733,niǔ zhuǎn,to reverse
扭转,6,8733,niǔ zhuǎn,to turn around (an undesirable situation)
扭转,6,8733,niǔ zhuǎn,(mechanics) torsion
压制,6,8746,yā zhì,to suppress
压制,6,8746,yā zhì,to inhibit
压制,6,8746,yā zhì,to stifle
窜,6,8750,cuàn,to flee
窜,6,8750,cuàn,to scuttle
窜,6,8750,cuàn,to exile or banish
窜,6,8750,cuàn,to amend or edit
内涵,6,8756,nèi hán,meaningful content
内涵,6,8756,nèi hán,implication
内涵,6,8756,nèi hán,connotation (semantics)
内涵,6,8756,nèi hán,inner qualities (of a person)
起初,6,8773,qǐ chū,originally
起初,6,8773,qǐ chū,at first
起初,6,8773,qǐ chū,at the outset
氧气,6,8778,yǎng qì,oxygen
推翻,6,8789,tuī fān,to overthrow
弹性,6,8792,tán xìng,flexibility
弹性,6,8792,tán xìng,elasticity
富裕,6,8806,Fù yù,"Fuyu county in Qiqihar 齐齐哈尔, Heilongjiang"
富裕,6,8806,fù yù,prosperous
富裕,6,8806,fù yù,well-to-do
富裕,6,8806,fù yù,well-off
日益,6,8810,rì yì,day by day
日益,6,8810,rì yì,more and more
日益,6,8810,rì yì,increasingly
日益,6,8810,rì yì,more and more with each passing day
光彩,6,8814,guāng cǎi,luster
光彩,6,8814,guāng cǎi,splendor
光彩,6,8814,guāng cǎi,radiance
光彩,6,8814,guāng cǎi,brilliance
株,6,8828,zhū,tree trunk
株,6,8828,zhū,stump (tree root)
株,6,8828,zhū,a plant
株,6,8828,zhū,classifier for trees or plants
株,6,8828,zhū,strain (biology)
株,6,8828,zhū,to involve others (in shady business)
冻结,6,8844,dòng jié,to freeze (water etc)
冻结,6,8844,dòng jié,"(fig.) to freeze (assets, prices etc)"
侦探,6,8860,zhēn tàn,detective
侦探,6,8860,zhēn tàn,to do detective work
补贴,6,8863,bǔ tiē,to subsidize
补贴,6,8863,bǔ tiē,subsidy
补贴,6,8863,bǔ tiē,allowance
补贴,6,8863,bǔ tiē,to supplement (one's salary etc)
补贴,6,8863,bǔ tiē,benefit
印刷,6,8873,yìn shuā,to print
印刷,6,8873,yìn shuā,printing
丢人,6,8878,diū rén,to lose face
公务,6,8888,gōng wù,official business
口音,6,8894,kǒu yin,voice
口音,6,8894,kǒu yin,accent
口音,6,8894,kǒu yīn,oral speech sounds (linguistics)
行列,6,8922,háng liè,formation
行列,6,8922,háng liè,array
行列,6,8922,háng liè,"(fig.) ranks (as in ""join the ranks of ..."")"
持久,6,8935,chí jiǔ,lasting
持久,6,8935,chí jiǔ,enduring
持久,6,8935,chí jiǔ,persistent
持久,6,8935,chí jiǔ,permanent
持久,6,8935,chí jiǔ,protracted
持久,6,8935,chí jiǔ,endurance
持久,6,8935,chí jiǔ,persistence
持久,6,8935,chí jiǔ,to last long
麻痹,6,8935,má bì,paralysis
麻痹,6,8935,má bì,palsy
麻痹,6,8935,má bì,numbness
麻痹,6,8935,má bì,to benumb
麻痹,6,8935,má bì,(fig.) to lull
麻痹,6,8935,má bì,negligent
麻痹,6,8935,má bì,apathetic
制裁,6,8936,zhì cái,to punish
制裁,6,8936,zhì cái,punishment
制裁,6,8936,zhì cái,sanctions (incl. economic)
台风,6,8942,tái fēng,"stage presence, poise"
台风,6,8942,tái fēng,typhoon
绅士,6,8945,shēn shì,gentleman
报到,6,8953,bào dào,to report for duty
报到,6,8953,bào dào,to check in
报到,6,8953,bào dào,to register
承办,6,8961,chéng bàn,to undertake
承办,6,8961,chéng bàn,to accept a contract
不堪,6,8963,bù kān,cannot bear
不堪,6,8963,bù kān,cannot stand
不堪,6,8963,bù kān,utterly
不堪,6,8963,bù kān,extremely
别扭,6,8970,biè niu,awkward
别扭,6,8970,biè niu,difficult
别扭,6,8970,biè niu,uncomfortable
别扭,6,8970,biè niu,not agreeing
别扭,6,8970,biè niu,at loggerheads
别扭,6,8970,biè niu,gauche
指标,6,8982,zhǐ biāo,(production) target
指标,6,8982,zhǐ biāo,quota
指标,6,8982,zhǐ biāo,index
指标,6,8982,zhǐ biāo,indicator
指标,6,8982,zhǐ biāo,sign
指标,6,8982,zhǐ biāo,signpost
指标,6,8982,zhǐ biāo,(computing) pointer
款式,6,8984,kuǎn shi,elegant
款式,6,8984,kuǎn shi,elegance
款式,6,8984,kuǎn shi,good taste
款式,6,8984,kuǎn shì,pattern
款式,6,8984,kuǎn shì,style
款式,6,8984,kuǎn shì,design
揉,6,8985,róu,to knead
揉,6,8985,róu,to massage
揉,6,8985,róu,to rub
正经,6,8992,zhèng jīng,decent
正经,6,8992,zhèng jīng,honorable
正经,6,8992,zhèng jīng,proper
正经,6,8992,zhèng jīng,serious
正经,6,8992,zhèng jīng,according to standards
盈利,6,9004,yíng lì,profit
盈利,6,9004,yíng lì,gain
盈利,6,9004,yíng lì,to make profits
书籍,6,9005,shū jí,books
书籍,6,9005,shū jí,works
确信,6,9028,què xìn,to be convinced
确信,6,9028,què xìn,to be sure
确信,6,9028,què xìn,to firmly believe
确信,6,9028,què xìn,to be positive that
确信,6,9028,què xìn,definite news
销毁,6,9028,xiāo huǐ,to destroy (by melting or burning)
销毁,6,9028,xiāo huǐ,to obliterate
况且,6,9029,kuàng qiě,moreover
况且,6,9029,kuàng qiě,besides
况且,6,9029,kuàng qiě,in addition
况且,6,9029,kuàng qiě,furthermore
功课,6,9040,gōng kè,homework
功课,6,9040,gōng kè,assignment
功课,6,9040,gōng kè,task
功课,6,9040,gōng kè,classwork
功课,6,9040,gōng kè,lesson
功课,6,9040,gōng kè,study
忍耐,6,9047,rěn nài,to endure
忍耐,6,9047,rěn nài,to bear with
忍耐,6,9047,rěn nài,to exercise patience
忍耐,6,9047,rěn nài,to restrain oneself
忍耐,6,9047,rěn nài,patience
忍耐,6,9047,rěn nài,endurance
土壤,6,9058,tǔ rǎng,soil
抵制,6,9083,dǐ zhì,to resist
抵制,6,9083,dǐ zhì,to boycott
抵制,6,9083,dǐ zhì,to refuse (to cooperate)
抵制,6,9083,dǐ zhì,to reject
抵制,6,9083,dǐ zhì,resistance
抵制,6,9083,dǐ zhì,refusal
贪婪,6,9086,tān lán,avaricious
贪婪,6,9086,tān lán,greedy
贪婪,6,9086,tān lán,rapacious
贪婪,6,9086,tān lán,insatiable
贪婪,6,9086,tān lán,avid
学历,6,9089,xué lì,educational background
学历,6,9089,xué lì,academic qualifications
得罪,6,9103,dé zui,to offend sb
得罪,6,9103,dé zui,to make a faux pas
得罪,6,9103,dé zui,a faux pas
得罪,6,9103,dé zui,see also 罪
得罪,6,9103,dé zuì,to commit an offense
得罪,6,9103,dé zuì,to violate the law
得罪,6,9103,dé zuì,excuse me! (formal)
得罪,6,9103,dé zuì,see also 罪
繁殖,6,9104,fán zhí,to breed
繁殖,6,9104,fán zhí,to reproduce
繁殖,6,9104,fán zhí,to propagate
保重,6,9105,bǎo zhòng,to take care of oneself
奢侈,6,9105,shē chǐ,luxurious
奢侈,6,9105,shē chǐ,extravagant
被动,6,9120,bèi dòng,passive
严峻,6,9120,yán jùn,grim
严峻,6,9120,yán jùn,severe
严峻,6,9120,yán jùn,rigorous
巷,6,9123,xiàng,lane
巷,6,9123,xiàng,alley
舆论,6,9147,yú lùn,public opinion
当面,6,9152,dāng miàn,to sb's face
当面,6,9152,dāng miàn,in sb's presence
倾斜,6,9158,qīng xié,to incline
倾斜,6,9158,qīng xié,to lean
倾斜,6,9158,qīng xié,to slant
倾斜,6,9158,qīng xié,to slope
倾斜,6,9158,qīng xié,to tilt
事迹,6,9158,shì jì,deed
事迹,6,9158,shì jì,past achievement
事迹,6,9158,shì jì,important event of the past
课题,6,9165,kè tí,task
课题,6,9165,kè tí,problem
课题,6,9165,kè tí,issue
物资,6,9165,wù zī,goods
物资,6,9165,wù zī,supplies
犹如,6,9172,yóu rú,similar to; like
迄今为止,6,9179,qì jīn wéi zhǐ,so far
迄今为止,6,9179,qì jīn wéi zhǐ,up to now
迄今为止,6,9179,qì jīn wéi zhǐ,still (not)
支柱,6,9180,zhī zhù,mainstay
支柱,6,9180,zhī zhù,pillar
支柱,6,9180,zhī zhù,prop
支柱,6,9180,zhī zhù,backbone
饥饿,6,9185,jī è,hunger
饥饿,6,9185,jī è,starvation
饥饿,6,9185,jī è,famine
空虚,6,9191,kōng xū,hollow
空虚,6,9191,kōng xū,emptiness
空虚,6,9191,kōng xū,meaningless
竖,6,9191,shù,variant of 竖
竖,6,9191,shù,to erect
竖,6,9191,shù,vertical
竖,6,9191,shù,vertical stroke (in Chinese characters)
门诊,6,9195,mén zhěn,outpatient service
故乡,6,9198,gù xiāng,home
故乡,6,9198,gù xiāng,homeland
故乡,6,9198,gù xiāng,native place
喇叭,6,9211,lǎ ba,horn (automobile etc)
喇叭,6,9211,lǎ ba,loudspeaker
喇叭,6,9211,lǎ ba,brass wind instrument
喇叭,6,9211,lǎ ba,trumpet
喇叭,6,9211,lǎ ba,suona 锁呐
免得,6,9217,miǎn de,so as not to; so as to avoid
实质,6,9217,shí zhì,substance
实质,6,9217,shí zhì,essence
人为,6,9224,rén wéi,artificial
人为,6,9224,rén wéi,man-made
人为,6,9224,rén wéi,having human cause or origin
人为,6,9224,rén wéi,human attempt or effort
计较,6,9225,jì jiào,to bother about
计较,6,9225,jì jiào,to haggle
计较,6,9225,jì jiào,to bicker
计较,6,9225,jì jiào,to argue
计较,6,9225,jì jiào,plan
计较,6,9225,jì jiào,stratagem
贩卖,6,9252,fàn mài,to sell
贩卖,6,9252,fàn mài,to peddle
贩卖,6,9252,fàn mài,to traffic
耀眼,6,9264,yào yǎn,to dazzle
耀眼,6,9264,yào yǎn,dazzling
慢性,6,9266,màn xìng,slow and patient
慢性,6,9266,màn xìng,chronic (disease)
慢性,6,9266,màn xìng,slow to take effect (e.g. a slow poison)
平面,6,9275,píng miàn,plane (flat surface)
平面,6,9275,píng miàn,print media
搂,6,9281,lōu,to draw towards oneself
搂,6,9281,lōu,to gather
搂,6,9281,lōu,"to gather up (one's gown, sleeves etc)"
搂,6,9281,lōu,to grab (money)
搂,6,9281,lōu,to extort
搂,6,9281,lǒu,to hug
搂,6,9281,lǒu,to embrace
搂,6,9281,lǒu,to hold in one's arms
包袱,6,9285,bāo fu,wrapping cloth
包袱,6,9285,bāo fu,a bundle wrapped in cloth
包袱,6,9285,bāo fu,load
包袱,6,9285,bāo fu,weight
包袱,6,9285,bāo fu,burden
包袱,6,9285,bāo fu,funny part
包袱,6,9285,bāo fu,punchline
诸位,6,9293,zhū wèi,(pron) everyone
诸位,6,9293,zhū wèi,Ladies and Gentlemen
诸位,6,9293,zhū wèi,Sirs
要点,6,9297,yào diǎn,main point
要点,6,9297,yào diǎn,essential
胜负,6,9326,shèng fù,victory or defeat
胜负,6,9326,shèng fù,the outcome of a battle
发财,6,9336,fā cái,to get rich
往常,6,9346,wǎng cháng,usual
往常,6,9346,wǎng cháng,customary
隐蔽,6,9346,yǐn bì,to conceal
隐蔽,6,9346,yǐn bì,to hide
隐蔽,6,9346,yǐn bì,covert
隐蔽,6,9346,yǐn bì,under cover
救济,6,9347,jiù jì,emergency relief
救济,6,9347,jiù jì,to help the needy with cash or goods
分辨,6,9367,fēn biàn,to distinguish; to differentiate
分辨,6,9367,fēn biàn,to resolve
描绘,6,9367,miáo huì,to describe
描绘,6,9367,miáo huì,to portray
观光,6,9386,guān guāng,to tour
观光,6,9386,guān guāng,sightseeing
观光,6,9386,guān guāng,tourism
赞扬,6,9387,zàn yáng,to praise
赞扬,6,9387,zàn yáng,to approve of
赞扬,6,9387,zàn yáng,to show approval
派遣,6,9393,pài qiǎn,to send (on a mission); to dispatch
一如既往,6,9416,yī rú jì wǎng,just as in the past (idiom); as before
一如既往,6,9416,yī rú jì wǎng,continuing as always
安宁,6,9417,Ān níng,"Anning District of Lanzhou City 兰州市, Gansu"
安宁,6,9417,Ān níng,"Anning City, to the west of Kunming 明, Yunnan"
安宁,6,9417,ān níng,peaceful
安宁,6,9417,ān níng,tranquil
安宁,6,9417,ān níng,calm
安宁,6,9417,ān níng,composed
安宁,6,9417,ān níng,free from worry
归还,6,9427,guī huán,to return sth
归还,6,9427,guī huán,to revert
捕捉,6,9452,bǔ zhuō,to catch
捕捉,6,9452,bǔ zhuō,to seize
捕捉,6,9452,bǔ zhuō,to capture
气势,6,9469,qì shì,imposing manner
气势,6,9469,qì shì,loftiness
气势,6,9469,qì shì,grandeur
气势,6,9469,qì shì,energetic looks
气势,6,9469,qì shì,vigor
事项,6,9483,shì xiàng,matter
事项,6,9483,shì xiàng,item
天然气,6,9485,tiān rán qì,natural gas
慎重,6,9496,shèn zhòng,cautious
慎重,6,9496,shèn zhòng,careful
慎重,6,9496,shèn zhòng,prudent
全力以赴,6,9514,quán lì yǐ fù,to do at all costs
全力以赴,6,9514,quán lì yǐ fù,to make an all-out effort
航天,6,9515,háng tiān,space flight
棕色,6,9535,zōng sè,brown
孤立,6,9536,gū lì,isolated
孤立,6,9536,gū lì,to isolate
器材,6,9537,qì cái,equipment
器材,6,9537,qì cái,material
对应,6,9540,duì yìng,to correspond (to); to be equivalent to; to be a counterpart to
航行,6,9542,háng xíng,to sail
航行,6,9542,háng xíng,to fly
航行,6,9542,háng xíng,to navigate
收音机,6,9558,shōu yīn jī,radio
起草,6,9562,qǐ cǎo,to make a draft
起草,6,9562,qǐ cǎo,to draw up (plans)
麻木,6,9568,má mù,numb
麻木,6,9568,má mù,insensitive
麻木,6,9568,má mù,apathetic
反感,6,9598,fǎn gǎn,to be disgusted with
反感,6,9598,fǎn gǎn,to dislike
反感,6,9598,fǎn gǎn,bad reaction
反感,6,9598,fǎn gǎn,antipathy
照样,6,9598,zhào yàng,as before
照样,6,9598,zhào yàng,(same) as usual
照样,6,9598,zhào yàng,in the same manner
照样,6,9598,zhào yàng,still
照样,6,9598,zhào yàng,nevertheless
方位,6,9608,fāng wèi,direction
方位,6,9608,fāng wèi,points of the compass
方位,6,9608,fāng wèi,bearing
方位,6,9608,fāng wèi,position
方位,6,9608,fāng wèi,azimuth
当心,6,9615,dāng xīn,to take care
当心,6,9615,dāng xīn,to look out
衰老,6,9618,shuāi lǎo,to age
衰老,6,9618,shuāi lǎo,to deteriorate with age
衰老,6,9618,shuāi lǎo,old and weak
轰动,6,9626,hōng dòng,to cause a sensation
轰动,6,9626,hōng dòng,to create a stir in (a place)
轰动,6,9626,hōng dòng,commotion
轰动,6,9626,hōng dòng,controversy
筛选,6,9637,shāi xuǎn,to filter
桥梁,6,9640,qiáo liáng,bridge (lit. and fig.)
猛烈,6,9642,měng liè,fierce; violent; vigorous; intense
手势,6,9642,shǒu shì,gesture
手势,6,9642,shǒu shì,sign
手势,6,9642,shǒu shì,signal
示威,6,9675,shì wēi,to demonstrate (as a protest)
示威,6,9675,shì wēi,a demonstration
示威,6,9675,shì wēi,a military show of force
重心,6,9679,zhòng xīn,center of gravity
重心,6,9679,zhòng xīn,central core
重心,6,9679,zhòng xīn,main part
迷信,6,9691,mí xìn,superstition
迷信,6,9691,mí xìn,to have a superstitious belief (in sth)
慷慨,6,9697,kāng kǎi,vehement; fervent
慷慨,6,9697,kāng kǎi,generous; magnanimous
壮观,6,9701,zhuàng guān,spectacular
壮观,6,9701,zhuàng guān,magnificent sight
逢,6,9707,féng,to meet by chance
逢,6,9707,féng,to come across
逢,6,9707,féng,(of a calendar event) to come along
逢,6,9707,féng,(of an event) to fall on (a particular day)
逢,6,9707,féng,to fawn upon
对策,6,9719,duì cè,countermeasure for dealing with a situation
扰乱,6,9719,rǎo luàn,to disturb
扰乱,6,9719,rǎo luàn,to perturb
扰乱,6,9719,rǎo luàn,to harass
启示,6,9723,qǐ shì,to reveal
启示,6,9723,qǐ shì,to enlighten
启示,6,9723,qǐ shì,enlightenment
启示,6,9723,qǐ shì,revelation
启示,6,9723,qǐ shì,illumination
启示,6,9723,qǐ shì,moral (of a story etc)
启示,6,9723,qǐ shì,lesson
阵地,6,9736,zhèn dì,(military) position
阵地,6,9736,zhèn dì,front
溅,6,9742,jiàn,to splash
资深,6,9745,zī shēn,veteran (journalist etc)
资深,6,9745,zī shēn,senior
资深,6,9745,zī shēn,highly experienced
崇高,6,9754,chóng gāo,majestic
崇高,6,9754,chóng gāo,sublime
密封,6,9769,mì fēng,to seal up
高明,6,9773,Gāo míng,"Gaoming District of Foshan City 市, Guangdong"
高明,6,9773,gāo míng,brilliant; superior; wise
疤,6,9775,bā,scar
疤,6,9775,bā,scab
叼,6,9777,diāo,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)
堵塞,6,9777,dǔ sè,to clog up
堵塞,6,9777,dǔ sè,blockage
磕,6,9780,kè,variant of 嗑
磕,6,9780,kē,to tap
磕,6,9780,kē,to knock (against sth hard)
磕,6,9780,kē,"to knock (mud from boots, ashes from a pipe etc)"
分明,6,9781,fēn míng,clear
分明,6,9781,fēn míng,distinct
分明,6,9781,fēn míng,evidently
分明,6,9781,fēn míng,clearly
剧烈,6,9792,jù liè,violent; acute; severe; fierce
起伏,6,9804,qǐ fú,to move up and down
起伏,6,9804,qǐ fú,to undulate
起伏,6,9804,qǐ fú,ups and downs
否决,6,9806,fǒu jué,to veto
否决,6,9806,fǒu jué,to overrule
挑衅,6,9812,tiǎo xìn,to provoke
挑衅,6,9812,tiǎo xìn,provocation
功劳,6,9813,gōng láo,contribution
功劳,6,9813,gōng láo,meritorious service
功劳,6,9813,gōng láo,credit
演变,6,9829,yǎn biàn,to develop
演变,6,9829,yǎn biàn,to evolve
演变,6,9829,yǎn biàn,development
演变,6,9829,yǎn biàn,evolution
精华,6,9834,jīng huá,best feature
精华,6,9834,jīng huá,most important part of an object
精华,6,9834,jīng huá,quintessence
精华,6,9834,jīng huá,essence
精华,6,9834,jīng huá,soul
反射,6,9837,fǎn shè,to reflect
反射,6,9837,fǎn shè,reflection (from a mirror etc)
反射,6,9837,fǎn shè,reflex (i.e. automatic reaction of organism)
缺席,6,9842,quē xí,to be absent
标本,6,9844,biāo běn,specimen; sample
标本,6,9844,biāo běn,the root cause and symptoms of a disease
巩固,6,9856,gǒng gù,to consolidate
巩固,6,9856,gǒng gù,consolidation
巩固,6,9856,gǒng gù,to strengthen
皱纹,6,9872,zhòu wén,wrinkle
机动,6,9881,jī dòng,locomotive
机动,6,9881,jī dòng,motorized
机动,6,9881,jī dòng,power-driven
机动,6,9881,jī dòng,adaptable
机动,6,9881,jī dòng,"flexible (use, treatment, timing etc)"
过滤,6,9885,guò lǜ,to filter; filter
广阔,6,9885,guǎng kuò,wide
广阔,6,9885,guǎng kuò,vast
偏见,6,9888,piān jiàn,prejudice
偏见,6,9888,piān jiàn,bias
阶层,6,9906,jiē céng,social class
知觉,6,9920,zhī jué,perception
知觉,6,9920,zhī jué,consciousness
飞翔,6,9925,fēi xiáng,to circle in the air
飞翔,6,9925,fēi xiáng,to soar
词汇,6,9933,cí huì,variant of 词汇
词汇,6,9933,cí huì,vocabulary
词汇,6,9933,cí huì,list of words (e.g. for language teaching purposes)
词汇,6,9933,cí huì,word
敏锐,6,9945,mǐn ruì,keen; sharp; acute
冷却,6,9960,lěng què,to cool (lit. and fig.)
化验,6,9962,huà yàn,chemical examination
化验,6,9962,huà yàn,to do a lab test
成效,6,9971,chéng xiào,effect
成效,6,9971,chéng xiào,result
平行,6,9981,píng xíng,parallel
平行,6,9981,píng xíng,of equal rank
平行,6,9981,píng xíng,simultaneous
声誉,6,9988,shēng yù,reputation
声誉,6,9988,shēng yù,fame
众所周知,6,9992,zhòng suǒ zhōu zhī,as everyone knows (idiom)
众所周知,6,9992,zhòng suǒ zhōu zhī,see 众所周知
顽强,6,9997,wán qiáng,tenacious
顽强,6,9997,wán qiáng,hard to defeat
根源,6,10013,gēn yuán,origin
根源,6,10013,gēn yuán,root (cause)
妄想,6,10019,wàng xiǎng,to attempt vainly
妄想,6,10019,wàng xiǎng,a vain attempt
妄想,6,10019,wàng xiǎng,delusion
要素,6,10026,yào sù,essential factor
要素,6,10026,yào sù,key constituent
笼罩,6,10028,lǒng zhào,to envelop
笼罩,6,10028,lǒng zhào,to shroud
卓越,6,10029,zhuó yuè,outstanding
卓越,6,10029,zhuó yuè,surpassing
卓越,6,10029,zhuó yuè,distinguished
卓越,6,10029,zhuó yuè,splendid
保养,6,10030,bǎo yǎng,to take good care of (or conserve) one's health
保养,6,10030,bǎo yǎng,to keep in good repair
保养,6,10030,bǎo yǎng,to maintain
保养,6,10030,bǎo yǎng,maintenance
全局,6,10030,quán jú,overall situation
响应,6,10032,xiǎng yìng,to respond to
响应,6,10032,xiǎng yìng,answer
转让,6,10032,zhuǎn ràng,"to transfer (ownership, rights etc)"
瀑布,6,10033,pù bù,waterfall
动员,6,10037,dòng yuán,to mobilize
动员,6,10037,dòng yuán,mobilization
顾虑,6,10038,gù lǜ,misgivings; apprehensions
恐吓,6,10053,kǒng hè,to threaten
恐吓,6,10053,kǒng hè,to menace
理所当然,6,10068,lǐ suǒ dāng rán,as it should be by rights (idiom); proper and to be expected as a matter of course
理所当然,6,10068,lǐ suǒ dāng rán,inevitable and right
数额,6,10074,shù é,amount
数额,6,10074,shù é,sum of money
数额,6,10074,shù é,fixed number
淹没,6,10092,yān mò,to submerge
